-181.362, 54.291, 4.002, 10.807
-181.361, 54.157, 4.015, 10.840
-181.361, 54.023, 4.029, 10.873
-181.360, 53.889, 4.042, 10.906
-181.360, 53.754, 4.055, 10.939
-181.360, 53.618, 4.068, 10.972
-181.359, 53.482, 4.081, 11.005
-181.359, 53.346, 4.095, 11.038
-181.359, 53.209, 4.108, 11.071
-181.359, 53.072, 4.122, 11.104
-181.359, 52.934, 4.135, 11.137
-181.358, 52.796, 4.149, 11.170
-181.358, 52.657, 4.163, 11.203
-181.358, 52.518, 4.176, 11.236
-181.358, 52.378, 4.190, 11.269
-181.358, 52.238, 4.204, 11.302
-181.358, 52.098, 4.217, 11.335
-181.358, 51.957, 4.231, 11.368
-181.358, 51.816, 4.245, 11.401
-181.358, 51.674, 4.259, 11.434
-181.358, 51.531, 4.273, 11.467
-181.358, 51.389, 4.287, 11.500
-181.358, 51.245, 4.301, 11.533
-181.358, 51.102, 4.315, 11.566
-181.359, 50.957, 4.330, 11.599
-181.359, 50.813, 4.344, 11.632
-181.359, 50.668, 4.358, 11.665
-181.359, 50.522, 4.372, 11.698
-181.359, 50.376, 4.387, 11.731
-181.359, 50.229, 4.401, 11.764
-181.360, 50.082, 4.416, 11.797
-181.360, 49.935, 4.430, 11.830
-181.360, 49.787, 4.445, 11.863
-181.361, 49.638, 4.459, 11.896
-181.361, 49.489, 4.474, 11.929
-181.361, 49.340, 4.489, 11.962
-181.361, 49.190, 4.504, 11.995
-181.362, 49.039, 4.518, 12.028
-181.362, 48.888, 4.533, 12.061
-181.362, 48.737, 4.548, 12.094
-181.363, 48.585, 4.563, 12.127
-181.363, 48.432, 4.578, 12.160
-181.363, 48.279, 4.593, 12.193
-181.364, 48.126, 4.608, 12.226
-181.364, 47.972, 4.624, 12.259
-181.365, 47.817, 4.639, 12.292
-181.365, 47.662, 4.654, 12.325
-181.365, 47.507, 4.669, 12.358
-181.366, 47.351, 4.685, 12.391
-181.366, 47.194, 4.700, 12.424
-181.367, 47.037, 4.716, 12.457
-181.367, 46.879, 4.731, 12.490
-181.367, 46.721, 4.747, 12.523
-181.368, 46.563, 4.763, 12.556
-181.368, 46.403, 4.778, 12.589
-181.369, 46.244, 4.794, 12.622
-181.369, 46.084, 4.810, 12.655
-181.370, 45.923, 4.826, 12.688
-181.370, 45.762, 4.841, 12.721
-181.370, 45.600, 4.857, 12.754
-181.371, 45.437, 4.873, 12.787
-181.371, 45.275, 4.889, 12.820
-181.372, 45.111, 4.906, 12.853
-181.372, 44.947, 4.922, 12.886
-181.373, 44.783, 4.938, 12.919
-181.373, 44.618, 4.954, 12.952
-181.373, 44.452, 4.971, 12.985
-181.374, 44.286, 4.987, 13.018
-181.374, 44.120, 5.004, 13.051
-181.375, 43.952, 5.020, 13.084
-181.375, 43.785, 5.037, 13.117
-181.376, 43.616, 5.053, 13.150
-181.376, 43.447, 5.070, 13.183
-181.376, 43.278, 5.086, 13.216
-181.377, 43.108, 5.102, 13.249
-181.377, 42.938, 5.112, 13.282
-181.378, 42.767, 5.110, 13.315
-181.378, 42.597, 5.095, 13.348
-181.378, 42.428, 5.082, 13.381
-181.379, 42.259, 5.074, 13.414
-181.379, 42.090, 5.073, 13.447
-181.379, 41.921, 5.077, 13.480
-181.380, 41.752, 5.089, 13.513
-181.380, 41.581, 5.108, 13.546
-181.380, 41.410, 5.133, 13.579
-181.381, 41.238, 5.164, 13.612
-181.381, 41.065, 5.200, 13.645
-181.381, 40.891, 5.239, 13.678
-181.382, 40.715, 5.281, 13.711
-181.382, 40.537, 5.324, 13.744
-181.382, 40.359, 5.365, 13.777
-181.383, 40.179, 5.405, 13.810
-181.383, 39.997, 5.442, 13.843
-181.383, 39.815, 5.474, 13.876
-181.383, 39.632, 5.503, 13.909
-181.384, 39.448, 5.527, 13.942
-181.384, 39.263, 5.547, 13.975
-181.384, 39.078, 5.563, 14.008
-181.385, 38.892, 5.576, 14.041
-181.385, 38.706, 5.586, 14.074
-181.385, 38.520, 5.595, 14.107
-181.385, 38.333, 5.602, 14.140
-181.385, 38.146, 5.609, 14.173
-181.386, 37.959, 5.616, 14.206
-181.386, 37.772, 5.624, 14.239
-181.386, 37.584, 5.632, 14.272
-181.386, 37.396, 5.643, 14.305
-181.386, 37.208, 5.655, 14.338
-181.387, 37.019, 5.669, 14.371
-181.387, 36.830, 5.686, 14.404
-181.387, 36.640, 5.705, 14.437
-181.387, 36.449, 5.725, 14.470
-181.387, 36.257, 5.748, 14.503
-181.387, 36.065, 5.772, 14.536
